,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
531,TB,GB,2023-12-17,18:00,UTC,0.0,2023,Regular-Season,,4,,34.0,20.0,1.0,0.0,0.0,22.0,18.0,3.0,1.0,7.0,11.0,1.0,1.0,60.0,452.0,7.53,9.0,353.0,22.0,28.0,12.61,5.0,28.0,99.0,27.0,3.67,2.0,4.0,4.0,52.0,1.0,1.0,0.0,0.0,29.0,7.0,0.49,18.0,13.0,4.0,1.0,6.0,12.0,0.0,2.0,58.0,321.0,5.53,9.0,261.0,29.0,39.0,6.69,2.0,23.0,60.0,17.0,3.53,2.0,5.0,4.0,31.0,1.0,1.0,0.0,0.0,30.0,53.0,0.51,0.0,Lambeau Field,Green Bay,WI,77275,0,165.0,-110.0,-3.5,41.5,Pat Turner,Todd Prukop,Daniel Gallagher,Bruce Stritesky,Tra Blake,Tom Hill,Don Willard,803096750.0,1608.0,1572.0,Final
532,NO,NYG,2023-12-17,18:00,UTC,1.0,2023,Regular-Season,,4,,24.0,6.0,1.0,0.0,0.0,20.0,11.0,7.0,2.0,6.0,12.0,0.0,0.0,58.0,296.0,5.1,9.0,209.0,23.0,29.0,7.21,1.0,9.0,87.0,28.0,3.11,2.0,2.0,6.0,58.0,0.0,0.0,0.0,0.0,33.0,27.0,0.56,12.0,7.0,3.0,2.0,2.0,16.0,3.0,5.0,61.0,193.0,3.16,9.0,133.0,22.0,38.0,3.5,7.0,57.0,60.0,16.0,3.75,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,26.0,33.0,0.44,0.0,Caesars Superdome,New Orleans,LA,70038,0,-270.0,-105.0,6.5,39.5,,,,,,,,803096752.0,1590.0,1592.0,Final
533,NYG,NO,2023-12-17,18:00,UTC,0.0,2023,Regular-Season,,4,,6.0,24.0,0.0,1.0,0.0,12.0,7.0,3.0,2.0,2.0,16.0,3.0,5.0,61.0,193.0,3.16,9.0,133.0,22.0,38.0,3.5,7.0,57.0,60.0,16.0,3.75,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,26.0,33.0,0.44,20.0,11.0,7.0,2.0,6.0,12.0,0.0,0.0,58.0,296.0,5.1,9.0,209.0,23.0,29.0,7.21,1.0,9.0,87.0,28.0,3.11,2.0,2.0,6.0,58.0,0.0,0.0,0.0,0.0,33.0,27.0,0.56,0.0,Caesars Superdome,New Orleans,LA,70038,0,220.0,-115.0,-6.5,39.5,,,,,,,,803096752.0,1592.0,1590.0,Final
534,BUF,DAL,2023-12-17,21:25,UTC,1.0,2023,Regular-Season,,4,,31.0,10.0,1.0,0.0,0.0,28.0,5.0,20.0,3.0,5.0,9.0,0.0,0.0,65.0,351.0,5.4,9.0,85.0,7.0,15.0,5.67,1.0,9.0,266.0,49.0,5.43,3.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,35.0,5.0,0.58,14.0,6.0,7.0,1.0,5.0,13.0,1.0,2.0,57.0,195.0,3.42,8.0,106.0,21.0,34.0,3.12,3.0,28.0,89.0,20.0,4.45,1.0,2.0,5.0,48.0,1.0,0.0,1.0,0.0,24.0,55.0,0.42,0.0,Highmark Stadium,Orchard Park,NY,70933,0,-135.0,-115.0,2.5,49.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096754.0,1558.0,1566.0,Final
535,DAL,BUF,2023-12-17,21:25,UTC,0.0,2023,Regular-Season,,4,,10.0,31.0,0.0,1.0,0.0,14.0,6.0,7.0,1.0,5.0,13.0,1.0,2.0,57.0,195.0,3.42,8.0,106.0,21.0,34.0,3.12,3.0,28.0,89.0,20.0,4.45,1.0,2.0,5.0,48.0,1.0,0.0,1.0,0.0,24.0,55.0,0.42,28.0,5.0,20.0,3.0,5.0,9.0,0.0,0.0,65.0,351.0,5.4,9.0,85.0,7.0,15.0,5.67,1.0,9.0,266.0,49.0,5.43,3.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,35.0,5.0,0.58,0.0,Highmark Stadium,Orchard Park,NY,70933,0,115.0,-105.0,-2.5,49.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096754.0,1566.0,1558.0,Final
536,SEA,PHI,2023-12-19,01:15,UTC,1.0,2023,Regular-Season,,4,,20.0,17.0,1.0,0.0,0.0,16.0,7.0,7.0,2.0,6.0,14.0,0.0,0.0,59.0,297.0,5.03,10.0,197.0,22.0,33.0,5.97,2.0,11.0,100.0,24.0,4.17,0.0,2.0,5.0,35.0,0.0,0.0,0.0,0.0,27.0,2.0,0.45,23.0,9.0,13.0,1.0,9.0,16.0,1.0,1.0,69.0,321.0,4.65,10.0,143.0,17.0,31.0,4.61,0.0,0.0,178.0,38.0,4.68,2.0,3.0,5.0,40.0,2.0,0.0,2.0,0.0,32.0,58.0,0.55,0.0,Lumen Field,Seattle,WA,68758,0,205.0,100.0,4.5,47.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096756.0,1606.0,1596.0,Final
537,PHI,SEA,2023-12-19,01:15,UTC,0.0,2023,Regular-Season,,4,,17.0,20.0,0.0,1.0,0.0,23.0,9.0,13.0,1.0,9.0,16.0,1.0,1.0,69.0,321.0,4.65,10.0,143.0,17.0,31.0,4.61,0.0,0.0,178.0,38.0,4.68,2.0,3.0,5.0,40.0,2.0,0.0,2.0,0.0,32.0,58.0,0.55,16.0,7.0,7.0,2.0,6.0,14.0,0.0,0.0,59.0,297.0,5.03,10.0,197.0,22.0,33.0,5.97,2.0,11.0,100.0,24.0,4.17,0.0,2.0,5.0,35.0,0.0,0.0,0.0,0.0,27.0,2.0,0.45,0.0,Lumen Field,Seattle,WA,68758,0,-245.0,-120.0,-4.5,47.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096756.0,1596.0,1606.0,Final
538,JAX,BAL,2023-12-18,01:20,UTC,1.0,2023,Regular-Season,,4,,7.0,23.0,0.0,1.0,0.0,16.0,9.0,6.0,1.0,3.0,13.0,2.0,3.0,61.0,333.0,5.46,10.0,258.0,25.0,43.0,6.0,1.0,6.0,75.0,17.0,4.41,0.0,3.0,6.0,47.0,2.0,2.0,0.0,0.0,25.0,41.0,0.43,25.0,9.0,14.0,2.0,5.0,12.0,1.0,1.0,69.0,396.0,5.74,10.0,145.0,14.0,24.0,6.04,3.0,26.0,251.0,42.0,5.98,2.0,5.0,6.0,54.0,1.0,0.0,1.0,0.0,34.0,19.0,0.57,0.0,EverBank Stadium,Jacksonville,FL,68021,0,180.0,-110.0,4.0,41.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096758.0,1614.0,1620.0,Final
539,BAL,JAX,2023-12-18,01:20,UTC,0.0,2023,Regular-Season,,4,,23.0,7.0,1.0,0.0,0.0,25.0,9.0,14.0,2.0,5.0,12.0,1.0,1.0,69.0,396.0,5.74,10.0,145.0,14.0,24.0,6.04,3.0,26.0,251.0,42.0,5.98,2.0,5.0,6.0,54.0,1.0,0.0,1.0,0.0,34.0,19.0,0.57,16.0,9.0,6.0,1.0,3.0,13.0,2.0,3.0,61.0,333.0,5.46,10.0,258.0,25.0,43.0,6.0,1.0,6.0,75.0,17.0,4.41,0.0,3.0,6.0,47.0,2.0,2.0,0.0,0.0,25.0,41.0,0.43,0.0,EverBank Stadium,Jacksonville,FL,68021,0,-215.0,-110.0,-4.0,41.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096758.0,1620.0,1614.0,Final
540,CAR,ATL,2023-12-17,18:00,UTC,1.0,2023,Regular-Season,,4,,9.0,7.0,1.0,0.0,0.0,17.0,7.0,8.0,2.0,5.0,15.0,0.0,2.0,63.0,283.0,4.49,10.0,154.0,18.0,24.0,6.42,3.0,13.0,129.0,36.0,3.58,0.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,33.0,56.0,0.57,12.0,8.0,3.0,1.0,6.0,13.0,0.0,1.0,51.0,204.0,4.0,10.0,152.0,12.0,20.0,7.6,0.0,0.0,52.0,31.0,1.68,1.0,2.0,4.0,25.0,2.0,1.0,1.0,0.0,26.0,4.0,0.43,0.0,Bank of America Stadium,Charlotte,NC,70301,0,130.0,-105.0,2.5,32.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096760.0,1612.0,1556.0,Final
541,ATL,CAR,2023-12-17,18:00,UTC,0.0,2023,Regular-Season,,4,,7.0,9.0,0.0,1.0,0.0,12.0,8.0,3.0,1.0,6.0,13.0,0.0,1.0,51.0,204.0,4.0,10.0,152.0,12.0,20.0,7.6,0.0,0.0,52.0,31.0,1.68,1.0,2.0,4.0,25.0,2.0,1.0,1.0,0.0,26.0,4.0,0.43,17.0,7.0,8.0,2.0,5.0,15.0,0.0,2.0,63.0,283.0,4.49,10.0,154.0,18.0,24.0,6.42,3.0,13.0,129.0,36.0,3.58,0.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,33.0,56.0,0.57,0.0,Bank of America Stadium,Charlotte,NC,70301,0,-150.0,-115.0,-2.5,32.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096760.0,1556.0,1612.0,Final
542,CIN,MIN,2023-12-16,18:00,UTC,1.0,2023,Regular-Season,,5,,27.0,24.0,1.0,0.0,0.0,22.0,17.0,5.0,0.0,6.0,13.0,1.0,1.0,69.0,378.0,5.48,12.0,298.0,29.0,42.0,7.1,5.0,26.0,80.0,22.0,3.64,2.0,4.0,3.0,26.0,1.0,0.0,1.0,0.0,33.0,8.0,0.5,24.0,16.0,8.0,0.0,5.0,12.0,0.0,1.0,67.0,424.0,6.33,10.0,281.0,26.0,34.0,8.26,3.0,22.0,143.0,30.0,4.77,2.0,5.0,4.0,22.0,2.0,0.0,2.0,0.0,33.0,41.0,0.5,0.0,Paycor Stadium,Cincinnati,OH,66376,0,-165.0,100.0,3.5,41.5,Dale Keller,Jimmy Russell,Mark Perlman,Alex Moore,Bill Vinovich,Joe Blubaugh,Jimmy Buchanan,803096762.0,1562.0,1586.0,Final
543,MIN,CIN,2023-12-16,18:00,UTC,0.0,2023,Regular-Season,,5,,24.0,27.0,0.0,1.0,0.0,24.0,16.0,8.0,0.0,5.0,12.0,0.0,1.0,67.0,424.0,6.33,10.0,281.0,26.0,34.0,8.26,3.0,22.0,143.0,30.0,4.77,2.0,5.0,4.0,22.0,2.0,0.0,2.0,0.0,33.0,41.0,0.5,22.0,17.0,5.0,0.0,6.0,13.0,1.0,1.0,69.0,378.0,5.48,12.0,298.0,29.0,42.0,7.1,5.0,26.0,80.0,22.0,3.64,2.0,4.0,3.0,26.0,1.0,0.0,1.0,0.0,33.0,8.0,0.5,0.0,Paycor Stadium,Cincinnati,OH,66376,0,140.0,-120.0,-3.5,41.5,Dale Keller,Jimmy Russell,Mark Perlman,Alex Moore,Bill Vinovich,Joe Blubaugh,Jimmy Buchanan,803096762.0,1586.0,1562.0,Final
544,CLE,CHI,2023-12-17,18:00,UTC,1.0,2023,Regular-Season,,4,,20.0,17.0,1.0,0.0,0.0,14.0,13.0,1.0,0.0,4.0,16.0,1.0,1.0,67.0,377.0,5.63,16.0,348.0,29.0,45.0,7.73,4.0,31.0,29.0,18.0,1.61,1.0,3.0,9.0,48.0,3.0,0.0,3.0,0.0,31.0,0.0,0.52,12.0,6.0,5.0,1.0,4.0,18.0,0.0,2.0,70.0,236.0,3.37,15.0,148.0,19.0,40.0,3.7,3.0,18.0,88.0,27.0,3.26,1.0,1.0,4.0,19.0,3.0,1.0,2.0,1.0,29.0,0.0,0.48,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,0,-145.0,-125.0,2.5,37.5,Sarah Thomas,Tony Josselyn,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096764.0,1564.0,1560.0,Final
545,CHI,CLE,2023-12-17,18:00,UTC,0.0,2023,Regular-Season,,4,,17.0,20.0,0.0,1.0,0.0,12.0,6.0,5.0,1.0,4.0,18.0,0.0,2.0,70.0,236.0,3.37,15.0,148.0,19.0,40.0,3.7,3.0,18.0,88.0,27.0,3.26,1.0,1.0,4.0,19.0,3.0,1.0,2.0,1.0,29.0,0.0,0.48,14.0,13.0,1.0,0.0,4.0,16.0,1.0,1.0,67.0,377.0,5.63,16.0,348.0,29.0,45.0,7.73,4.0,31.0,29.0,18.0,1.61,1.0,3.0,9.0,48.0,3.0,0.0,3.0,0.0,31.0,0.0,0.52,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,0,125.0,102.0,-2.5,37.5,Sarah Thomas,Tony Josselyn,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096764.0,1560.0,1564.0,Final
546,DET,DEN,2023-12-17,01:15,UTC,1.0,2023,Regular-Season,,4,,42.0,17.0,1.0,0.0,0.0,29.0,18.0,10.0,1.0,5.0,10.0,1.0,1.0,64.0,448.0,7.0,10.0,263.0,24.0,34.0,7.74,2.0,15.0,185.0,28.0,6.61,6.0,6.0,2.0,54.0,0.0,0.0,0.0,0.0,31.0,18.0,0.52,20.0,12.0,7.0,1.0,5.0,13.0,2.0,2.0,62.0,287.0,4.63,11.0,204.0,18.0,32.0,6.38,2.0,19.0,83.0,28.0,2.96,2.0,3.0,4.0,40.0,1.0,1.0,0.0,0.0,28.0,42.0,0.48,0.0,Ford Field,Detroit,MI,64560,0,-230.0,-115.0,5.5,49.5,Frank LeBlanc,Matt Edwards,Carl Johnson,Carl Paganelli,John Hussey,Anthony Flemming,Allen Baynes,803096766.0,1570.0,1568.0,Final
547,DEN,DET,2023-12-17,01:15,UTC,0.0,2023,Regular-Season,,4,,17.0,42.0,0.0,1.0,0.0,20.0,12.0,7.0,1.0,5.0,13.0,2.0,2.0,62.0,287.0,4.63,11.0,204.0,18.0,32.0,6.38,2.0,19.0,83.0,28.0,2.96,2.0,3.0,4.0,40.0,1.0,1.0,0.0,0.0,28.0,42.0,0.48,29.0,18.0,10.0,1.0,5.0,10.0,1.0,1.0,64.0,448.0,7.0,10.0,263.0,24.0,34.0,7.74,2.0,15.0,185.0,28.0,6.61,6.0,6.0,2.0,54.0,0.0,0.0,0.0,0.0,31.0,18.0,0.52,0.0,Ford Field,Detroit,MI,64560,0,195.0,-105.0,-5.5,49.5,Frank LeBlanc,Matt Edwards,Carl Johnson,Carl Paganelli,John Hussey,Anthony Flemming,Allen Baynes,803096766.0,1568.0,1570.0,Final
548,IND,PIT,2023-12-16,21:30,UTC,1.0,2023,Regular-Season,,4,,30.0,13.0,1.0,0.0,0.0,19.0,8.0,9.0,2.0,6.0,15.0,1.0,2.0,65.0,372.0,5.72,11.0,202.0,18.0,28.0,7.21,3.0,13.0,170.0,34.0,5.0,3.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,33.0,20.0,0.56,13.0,9.0,3.0,1.0,4.0,12.0,2.0,3.0,54.0,216.0,4.0,12.0,142.0,18.0,26.0,5.46,4.0,30.0,74.0,24.0,3.08,2.0,2.0,8.0,101.0,3.0,1.0,2.0,0.0,26.0,40.0,0.44,0.0,Lucas Oil Stadium,Indianapolis,IN,64171,0,-120.0,-105.0,1.5,41.5,David Oliver,Greg Steed,Rusty Baynes,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803096768.0,1576.0,1600.0,Final
549,PIT,IND,2023-12-16,21:30,UTC,0.0,2023,Regular-Season,,4,,13.0,30.0,0.0,1.0,0.0,13.0,9.0,3.0,1.0,4.0,12.0,2.0,3.0,54.0,216.0,4.0,12.0,142.0,18.0,26.0,5.46,4.0,30.0,74.0,24.0,3.08,2.0,2.0,8.0,101.0,3.0,1.0,2.0,0.0,26.0,40.0,0.44,19.0,8.0,9.0,2.0,6.0,15.0,1.0,2.0,65.0,372.0,5.72,11.0,202.0,18.0,28.0,7.21,3.0,13.0,170.0,34.0,5.0,3.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,33.0,20.0,0.56,0.0,Lucas Oil Stadium,Indianapolis,IN,64171,0,100.0,-115.0,-1.5,41.5,David Oliver,Greg Steed,Rusty Baynes,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803096768.0,1600.0,1576.0,Final
550,NE,KC,2023-12-17,18:00,UTC,1.0,2023,Regular-Season,,4,,17.0,27.0,0.0,1.0,0.0,10.0,9.0,1.0,0.0,2.0,12.0,1.0,2.0,51.0,206.0,4.04,14.0,154.0,23.0,31.0,4.97,4.0,26.0,52.0,16.0,3.25,2.0,4.0,5.0,45.0,1.0,0.0,1.0,0.0,28.0,46.0,0.48,19.0,15.0,2.0,2.0,5.0,13.0,0.0,1.0,61.0,326.0,5.34,13.0,283.0,28.0,38.0,7.45,3.0,26.0,43.0,20.0,2.15,3.0,5.0,2.0,15.0,2.0,0.0,2.0,0.0,31.0,14.0,0.52,0.0,Gillette Stadium,Foxborough,MA,64628,0,380.0,-110.0,10.5,39.5,Max Causey,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096770.0,1588.0,1578.0,Final
551,KC,NE,2023-12-17,18:00,UTC,0.0,2023,Regular-Season,,4,,27.0,17.0,1.0,0.0,0.0,19.0,15.0,2.0,2.0,5.0,13.0,0.0,1.0,61.0,326.0,5.34,13.0,283.0,28.0,38.0,7.45,3.0,26.0,43.0,20.0,2.15,3.0,5.0,2.0,15.0,2.0,0.0,2.0,0.0,31.0,14.0,0.52,10.0,9.0,1.0,0.0,2.0,12.0,1.0,2.0,51.0,206.0,4.04,14.0,154.0,23.0,31.0,4.97,4.0,26.0,52.0,16.0,3.25,2.0,4.0,5.0,45.0,1.0,0.0,1.0,0.0,28.0,46.0,0.48,0.0,Gillette Stadium,Foxborough,MA,64628,0,-500.0,-110.0,-10.5,39.5,Max Causey,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096770.0,1578.0,1588.0,Final
552,LAR,NO,2023-12-22,01:15,UTC,1.0,2023,Regular-Season,,4,,30.0,22.0,1.0,0.0,0.0,23.0,18.0,4.0,1.0,4.0,12.0,1.0,1.0,67.0,458.0,6.84,10.0,325.0,24.0,34.0,9.56,1.0,3.0,133.0,32.0,4.16,3.0,6.0,3.0,25.0,0.0,0.0,0.0,0.0,34.0,18.0,0.57,18.0,16.0,2.0,0.0,5.0,11.0,0.0,3.0,58.0,339.0,5.84,10.0,304.0,27.0,40.0,7.6,2.0,15.0,35.0,16.0,2.19,1.0,1.0,3.0,20.0,1.0,0.0,1.0,0.0,25.0,42.0,0.43,0.0,SoFi Stadium,Inglewood,CA,73228,0,-210.0,-110.0,4.5,46.5,Kent Payne,Tyree Walton,,Ramon George,Bradley Rogers,Aaron Santi,,803096772.0,1582.0,1590.0,Final
553,NO,LAR,2023-12-22,01:15,UTC,0.0,2023,Regular-Season,,4,,22.0,30.0,0.0,1.0,0.0,18.0,16.0,2.0,0.0,5.0,11.0,0.0,3.0,58.0,339.0,5.84,10.0,304.0,27.0,40.0,7.6,2.0,15.0,35.0,16.0,2.19,1.0,1.0,3.0,20.0,1.0,0.0,1.0,0.0,25.0,42.0,0.43,23.0,18.0,4.0,1.0,4.0,12.0,1.0,1.0,67.0,458.0,6.84,10.0,325.0,24.0,34.0,9.56,1.0,3.0,133.0,32.0,4.16,3.0,6.0,3.0,25.0,0.0,0.0,0.0,0.0,34.0,18.0,0.57,0.0,SoFi Stadium,Inglewood,CA,73228,0,175.0,-110.0,-4.5,46.5,Kent Payne,Tyree Walton,,Ramon George,Bradley Rogers,Aaron Santi,,803096772.0,1590.0,1582.0,Final
554,PIT,CIN,2023-12-23,21:30,UTC,1.0,2023,Regular-Season,,4,,34.0,11.0,1.0,0.0,0.0,16.0,7.0,9.0,0.0,7.0,14.0,0.0,0.0,58.0,397.0,6.84,11.0,284.0,17.0,27.0,10.52,1.0,6.0,113.0,30.0,3.77,2.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,28.0,11.0,0.47,17.0,13.0,3.0,1.0,6.0,13.0,0.0,2.0,61.0,368.0,6.03,11.0,309.0,28.0,42.0,7.36,3.0,26.0,59.0,16.0,3.69,0.0,3.0,3.0,20.0,3.0,0.0,3.0,0.0,31.0,49.0,0.53,0.0,Acrisure Stadium,Pittsburgh,PA,66646,0,130.0,105.0,2.5,39.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096774.0,1600.0,1562.0,Final
555,CIN,PIT,2023-12-23,21:30,UTC,0.0,2023,Regular-Season,,4,,11.0,34.0,0.0,1.0,0.0,17.0,13.0,3.0,1.0,6.0,13.0,0.0,2.0,61.0,368.0,6.03,11.0,309.0,28.0,42.0,7.36,3.0,26.0,59.0,16.0,3.69,0.0,3.0,3.0,20.0,3.0,0.0,3.0,0.0,31.0,49.0,0.53,16.0,7.0,9.0,0.0,7.0,14.0,0.0,0.0,58.0,397.0,6.84,11.0,284.0,17.0,27.0,10.52,1.0,6.0,113.0,30.0,3.77,2.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,28.0,11.0,0.47,0.0,Acrisure Stadium,Pittsburgh,PA,66646,0,-150.0,-130.0,-2.5,39.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096774.0,1562.0,1600.0,Final
556,LAC,BUF,2023-12-24,01:00,UTC,1.0,2023,Regular-Season,,4,,22.0,24.0,0.0,1.0,0.0,18.0,10.0,6.0,2.0,4.0,14.0,0.0,0.0,65.0,273.0,4.2,12.0,175.0,23.0,33.0,5.3,5.0,40.0,98.0,27.0,3.63,1.0,3.0,6.0,29.0,0.0,0.0,0.0,0.0,33.0,4.0,0.55,16.0,11.0,5.0,0.0,5.0,10.0,0.0,0.0,52.0,335.0,6.44,10.0,230.0,15.0,21.0,10.95,1.0,7.0,105.0,30.0,3.5,2.0,3.0,7.0,64.0,3.0,2.0,1.0,0.0,26.0,56.0,0.45,0.0,SoFi Stadium,Inglewood,CA,67678,0,550.0,-115.0,12.5,45.5,David Oliver,Greg Steed,Mark Stewart,Roy Ellison,Adrian Hill,Mearl Robinson,,803096776.0,1602.0,1558.0,Final
557,BUF,LAC,2023-12-24,01:00,UTC,0.0,2023,Regular-Season,,4,,24.0,22.0,1.0,0.0,0.0,16.0,11.0,5.0,0.0,5.0,10.0,0.0,0.0,52.0,335.0,6.44,10.0,230.0,15.0,21.0,10.95,1.0,7.0,105.0,30.0,3.5,2.0,3.0,7.0,64.0,3.0,2.0,1.0,0.0,26.0,56.0,0.45,18.0,10.0,6.0,2.0,4.0,14.0,0.0,0.0,65.0,273.0,4.2,12.0,175.0,23.0,33.0,5.3,5.0,40.0,98.0,27.0,3.63,1.0,3.0,6.0,29.0,0.0,0.0,0.0,0.0,33.0,4.0,0.55,0.0,SoFi Stadium,Inglewood,CA,67678,0,-800.0,-105.0,-12.5,45.5,David Oliver,Greg Steed,Mark Stewart,Roy Ellison,Adrian Hill,Mearl Robinson,,803096776.0,1558.0,1602.0,Final
558,HOU,CLE,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,22.0,36.0,0.0,1.0,0.0,20.0,13.0,3.0,4.0,5.0,15.0,1.0,3.0,68.0,250.0,3.68,13.0,178.0,26.0,49.0,3.63,3.0,33.0,72.0,16.0,4.5,2.0,2.0,10.0,76.0,2.0,0.0,2.0,1.0,26.0,26.0,0.44,26.0,19.0,4.0,3.0,6.0,16.0,4.0,6.0,75.0,418.0,5.57,13.0,364.0,28.0,44.0,8.27,1.0,10.0,54.0,30.0,1.8,4.0,6.0,9.0,55.0,2.0,0.0,2.0,0.0,33.0,34.0,0.56,0.0,NRG Stadium,Houston,TX,70831,0,135.0,-130.0,3.5,39.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096778.0,1622.0,1564.0,Final
559,CLE,HOU,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,36.0,22.0,1.0,0.0,0.0,26.0,19.0,4.0,3.0,6.0,16.0,4.0,6.0,75.0,418.0,5.57,13.0,364.0,28.0,44.0,8.27,1.0,10.0,54.0,30.0,1.8,4.0,6.0,9.0,55.0,2.0,0.0,2.0,0.0,33.0,34.0,0.56,20.0,13.0,3.0,4.0,5.0,15.0,1.0,3.0,68.0,250.0,3.68,13.0,178.0,26.0,49.0,3.63,3.0,33.0,72.0,16.0,4.5,2.0,2.0,10.0,76.0,2.0,0.0,2.0,1.0,26.0,26.0,0.44,0.0,NRG Stadium,Houston,TX,70831,0,-155.0,105.0,-3.5,39.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096778.0,1564.0,1622.0,Final
